"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000028839.9",510,422,609,291,773,601,480,370
"ENSG00000029153.14",339,242,400,215,385,460,311,357
"ENSG00000029363.16",3198,2551,4162,2269,3794,4641,3066,3097
"ENSG00000029364.11",1457,1023,1739,964,1720,2018,1369,1301
"ENSG00000029534.19",57,31,170,78,101,143,85,71
"ENSG00000029559.6",0,0,5,0,0,1,0,0
"ENSG00000029639.10",134,95,132,80,105,171,121,103
"ENSG00000029725.16",1780,1625,2147,1236,2299,2519,1884,2034
"ENSG00000029993.14",525,375,899,365,839,750,636,533
"ENSG00000030066.13",1000,840,926,614,1070,1331,909,897
"ENSG00000030110.12",182,184,195,119,210,302,158,157
"ENSG00000030304.13",24,45,29,14,23,26,38,24
"ENSG00000030419.16",212,160,257,149,209,503,183,248
"ENSG00000030582.17",10828,7925,13539,6965,13365,13931,12098,11284
"ENSG00000031003.10",1356,1089,1610,923,1484,2036,1392,1557
"ENSG00000031081.10",368,176,429,146,606,494,373,231
"ENSG00000031691.6",58,55,84,52,117,126,91,112
"ENSG00000031698.12",3351,2327,3988,1568,3819,2942,3315,2183
"ENSG00000031823.14",1792,1251,2324,790,1890,2039,1535,1220
"ENSG00000032219.18",618,569,812,403,771,838,604,754
"ENSG00000032389.12",241,197,299,115,227,354,137,192
"ENSG00000032444.15",1352,1299,1802,1107,1674,2286,1153,1519
"ENSG00000032742.17",274,144,355,124,331,274,236,146
"ENSG00000033011.11",526,473,633,338,593,764,503,454
"ENSG00000033030.13",388,411,430,257,459,499,351,407
"ENSG00000033050.7",1089,1350,1259,898,1611,2357,936,1147
"ENSG00000033100.16",2289,1856,2745,1613,2978,4207,2101,2104
"ENSG00000033122.18",6,2,9,3,6,5,6,6
"ENSG00000033170.16",1515,1430,2065,1010,2281,1659,1329,1134
"ENSG00000033178.12",971,643,1100,595,1183,1288,926,726
"ENSG00000033327.12",1136,1184,1266,1085,1385,1778,1074,1604
"ENSG00000033627.16",836,1183,963,841,893,1044,831,1179
"ENSG00000033800.13",1026,897,1277,794,1137,1366,900,1010
"ENSG00000033867.16",2649,1263,3472,1212,3408,2013,3396,1669
"ENSG00000034053.14",103,81,78,34,232,315,39,50
"ENSG00000034152.18",802,1223,914,948,664,2296,1105,1440
"ENSG00000034239.10",10,6,8,5,12,14,4,2
"ENSG00000034510.5",11368,10717,17359,8108,18364,20149,11870,10527
"ENSG00000034533.11",144,101,156,59,174,130,161,88
"ENSG00000034677.12",859,889,975,631,800,944,764,968
"ENSG00000034693.14",340,221,429,194,529,446,292,220
"ENSG00000034713.7",1311,1367,1408,1164,1402,2070,1109,1485
"ENSG00000034971.16",337,257,1044,629,101,93,426,573
"ENSG00000035115.21",569,365,544,264,648,540,533,367
"ENSG00000035141.7",365,354,388,262,392,493,362,456
"ENSG00000035403.17",11518,16544,17438,15782,10184,26252,12675,24762
"ENSG00000035499.12",27,13,12,2,18,15,12,6
"ENSG00000035664.11",201,536,586,849,198,1021,552,1424
"ENSG00000035681.7",1184,841,1282,631,1396,1172,1117,911
"ENSG00000035687.9",888,742,1038,652,1172,1015,936,809
"ENSG00000035862.12",50597,43029,66904,46867,68388,86933,49391,56015
"ENSG00000035928.15",1129,925,1154,637,1320,1278,1046,995
"ENSG00000036054.12",1306,1226,1183,862,1453,1839,1067,1282
"ENSG00000036257.12",1642,1456,2011,1202,2363,2558,1427,1579
"ENSG00000036448.9",26,23,14,4,58,43,17,16
"ENSG00000036530.8",40,23,48,18,31,43,54,36
"ENSG00000036549.12",874,684,981,604,1053,1271,774,746
"ENSG00000036565.14",0,0,0,0,1,1,1,1
"ENSG00000036672.15",13,10,13,17,23,32,3,9
"ENSG00000036828.15",14,9,13,19,9,24,20,10
"ENSG00000037042.8",428,331,582,308,529,592,391,364
"ENSG00000037241.7",273,299,296,234,361,481,214,266
"ENSG00000037280.15",3,6,5,0,12,12,2,4
"ENSG00000037474.14",701,684,818,513,1054,1396,588,664
"ENSG00000037637.10",574,564,636,502,627,864,500,780
"ENSG00000037749.11",419,392,497,341,490,754,412,466
"ENSG00000037757.13",381,353,420,235,484,607,167,180
"ENSG00000037897.16",66,66,106,42,110,138,85,54
"ENSG00000037965.5",6,7,8,4,24,28,56,45
"ENSG00000038002.8",822,475,741,404,506,707,679,538
"ENSG00000038210.12",437,431,413,284,350,442,387,332
"ENSG00000038219.12",2372,1866,2744,1378,3140,3437,2264,2464
"ENSG00000038274.16",1633,1857,1463,1466,1599,2374,1320,2031
"ENSG00000038295.7",12,6,37,9,7,8,0,3
"ENSG00000038358.14",1014,920,1149,633,1201,1561,867,1057
"ENSG00000038382.18",6414,5252,7671,3073,6976,8694,6806,5837
"ENSG00000038427.15",10552,7255,12250,4289,11869,11680,10372,9674
"ENSG00000038532.14",681,527,750,386,919,710,659,686
"ENSG00000038945.14",87,49,88,28,309,224,257,186
"ENSG00000039068.18",2,0,6,3,5,5,3,2
"ENSG00000039123.15",1390,1173,1552,967,1515,1781,1234,1186
"ENSG00000039139.9",140,118,309,94,268,437,236,199
"ENSG00000039319.16",1184,895,1230,644,1464,1721,977,914
"ENSG00000039523.19",1765,1901,1745,1181,1944,2425,1674,1858
"ENSG00000039537.13",2,17,12,21,34,96,4,20
"ENSG00000039560.13",3814,4134,4980,4018,5232,11627,4184,5281
"ENSG00000039600.10",2,2,4,3,5,8,2,2
"ENSG00000039650.11",468,329,412,164,417,519,304,238
"ENSG00000039987.6",1,2,2,0,2,5,3,2
"ENSG00000040199.18",267,258,322,236,378,533,291,442
"ENSG00000040275.16",231,209,354,120,202,294,215,163
"ENSG00000040341.17",711,520,944,483,898,1004,604,687
"ENSG00000040487.12",221,249,210,153,270,366,212,259
"ENSG00000040531.14",496,414,602,329,638,719,546,623
"ENSG00000040608.13",1,1,5,0,1,2,2,0
"ENSG00000040633.12",898,768,862,467,1279,1108,751,582
"ENSG00000040731.10",107,46,113,15,38,8,209,51
"ENSG00000040933.15",760,572,831,524,770,994,680,655
"ENSG00000041353.9",41,14,19,5,418,105,28,12
"ENSG00000041357.15",1270,1218,1554,962,1492,1508,1101,1019
"ENSG00000041515.15",7,11,5,9,5,20,5,21
"ENSG00000041802.10",491,527,622,371,673,923,488,573
"ENSG00000041880.14",401,408,454,224,378,404,393,367
"ENSG00000041982.15",3352,1048,7408,2943,2496,2236,6605,3733
"ENSG00000041988.15",188,175,234,122,229,251,200,175
"ENSG00000042062.11",1567,1786,1259,655,2142,2581,1103,1368
"ENSG00000042088.13",211,146,249,114,288,224,224,192
"ENSG00000042286.14",460,647,565,476,518,1079,412,730
"ENSG00000042304.11",3,1,4,5,3,6,1,3
"ENSG00000042317.16",222,152,249,139,288,245,215,175
"ENSG00000042429.11",398,407,416,319,441,601,309,411
"ENSG00000042445.13",1380,1247,1845,969,1709,2081,1120,1115
"ENSG00000042493.15",867,866,1127,619,853,1037,1380,1300
"ENSG00000042753.11",1106,1180,1406,848,1194,1954,989,1107
"ENSG00000042781.12",4,0,3,2,6,8,6,3
"ENSG00000042832.11",12,13,49,22,56,74,22,51
"ENSG00000042980.12",3,6,14,3,14,41,9,17
"ENSG00000043039.6",1,0,1,0,3,3,1,0
"ENSG00000043093.13",701,616,702,495,803,954,577,651
"ENSG00000043143.20",1480,1737,1659,1062,1611,2281,1184,1639
"ENSG00000043514.15",215,186,309,158,287,387,211,188
"ENSG00000043591.5",0,1,1,2,1,3,0,0
"ENSG00000044090.8",1460,829,1848,661,1583,1516,1331,1025
"ENSG00000044115.20",7142,6451,9736,5653,8748,12467,7271,8105
"ENSG00000044446.11",383,397,446,302,426,678,391,485
"ENSG00000044459.14",493,379,699,348,795,658,385,351
"ENSG00000044524.10",45,23,36,46,39,36,78,88
"ENSG00000044574.7",16758,13530,20124,7625,17013,41773,10666,7826
"ENSG00000046604.12",21,6,73,34,0,1,69,41
"ENSG00000046647.13",310,333,359,211,364,422,378,369
"ENSG00000046651.14",371,266,558,415,663,1024,695,547
"ENSG00000046653.14",106,327,295,1407,724,5486,242,1087
"ENSG00000046774.9",0,0,1,0,1,1,1,1
"ENSG00000046889.18",83,33,111,30,19,14,26,23
"ENSG00000047056.14",517,526,544,432,542,712,466,612
"ENSG00000047188.15",722,768,718,464,735,1062,665,693
"ENSG00000047230.14",355,251,302,215,356,387,341,359
"ENSG00000047249.17",890,750,974,637,958,1018,759,913
"ENSG00000047315.15",2561,2167,2670,1549,2893,3447,2158,2197
"ENSG00000047346.12",800,626,845,552,877,703,712,832
"ENSG00000047365.11",50,36,151,58,9,12,59,38
"ENSG00000047410.13",4419,3915,5701,3124,5829,6845,4404,4593
"ENSG00000047457.13",10,14,21,21,7,16,18,19
"ENSG00000047578.12",895,631,1007,592,1040,1135,725,794
"ENSG00000047579.19",245,237,258,161,278,293,228,247
"ENSG00000047597.5",1,0,1,0,0,2,1,4
"ENSG00000047617.14",5,7,15,15,13,19,5,8
"ENSG00000047621.11",453,352,496,193,565,531,356,266
"ENSG00000047634.14",357,453,558,319,427,595,401,486
"ENSG00000047644.18",1194,1405,1747,997,1727,2972,1285,1680
"ENSG00000047648.21",616,647,460,203,397,472,444,483
"ENSG00000047662.4",10,3,13,19,9,22,7,7
"ENSG00000047849.21",15689,14534,19367,11844,19607,25183,12957,15957
"ENSG00000047932.13",1607,1283,1936,939,2001,1934,1455,1383
"ENSG00000047936.10",0,2,1,1,6,3,0,0
"ENSG00000048028.11",530,484,533,325,723,932,473,445
"ENSG00000048052.21",344,220,515,207,591,491,431,325
"ENSG00000048140.17",822,774,929,663,1084,1520,764,935
"ENSG00000048162.20",141,179,186,158,169,393,153,181
"ENSG00000048342.15",1053,747,998,449,1200,968,836,637
"ENSG00000048392.11",1601,1243,1636,959,1620,1807,1366,1346
"ENSG00000048405.9",318,321,337,299,377,575,318,415
"ENSG00000048462.10",0,0,0,0,1,1,1,0
"ENSG00000048471.13",1656,1563,2527,2166,1841,2495,1748,3151
"ENSG00000048540.14",21,61,30,51,60,219,30,55
"ENSG00000048544.5",785,600,884,558,813,1011,658,571
"ENSG00000048545.13",2,1,17,4,10,4,4,0
"ENSG00000048649.13",1569,1304,1752,1006,2025,2311,1479,1647
"ENSG00000048707.13",2356,2896,3239,2899,2555,4697,2568,4564
"ENSG00000048740.18",4871,6588,4352,5058,3743,7767,3754,9127
"ENSG00000048828.16",3965,3827,4535,2646,5060,7009,3643,4029
"ENSG00000048991.16",566,473,644,318,739,664,464,432
"ENSG00000049089.13",72,38,103,35,109,82,80,47
"ENSG00000049130.14",2889,1895,3419,1922,4819,5662,2079,2277
"ENSG00000049167.13",213,137,211,92,177,219,150,138
"ENSG00000049192.14",155,139,222,88,251,232,101,60
"ENSG00000049239.12",5654,5450,6820,5082,4790,8944,5335,7189
"ENSG00000049245.12",3173,2828,3856,2703,3868,4867,2834,3356
"ENSG00000049246.14",389,56,373,107,534,102,474,70
"ENSG00000049247.13",0,0,1,0,3,2,0,0
"ENSG00000049249.8",12,16,15,11,12,13,15,10
"ENSG00000049283.17",12,10,12,3,12,9,11,7
"ENSG00000049323.15",14480,21914,20185,17415,18996,32756,13722,25532
"ENSG00000049449.8",6401,5000,6250,3483,7943,10138,5621,4940
"ENSG00000049540.16",4667,8713,8268,6986,2918,6790,6150,14917
"ENSG00000049541.10",157,115,207,65,149,168,135,112
"ENSG00000049618.22",2070,1649,1852,957,2411,2533,1753,1664
"ENSG00000049656.13",1452,1443,1612,1099,1696,2621,1215,1447
"ENSG00000049759.17",1832,707,2245,416,2112,1628,1669,879
"ENSG00000049768.14",2,2,4,2,2,6,1,3
"ENSG00000049769.12",104,74,97,64,120,95,75,73
"ENSG00000049860.13",3877,3074,5331,3417,6048,7057,4160,4157
"ENSG00000049883.14",379,254,469,246,377,447,343,341
"ENSG00000050030.13",0,0,0,0,0,2,0,0
"ENSG00000050130.17",934,819,1194,765,1270,1478,835,898
"ENSG00000050165.17",12890,12986,21075,13172,18993,27370,16147,21518
"ENSG00000050327.14",206,156,666,400,251,396,284,288
"ENSG00000050344.8",203,172,254,130,363,437,186,207
"ENSG00000050393.11",470,487,505,407,574,814,493,768
"ENSG00000050405.13",6375,5640,13075,5413,12762,15340,8400,5982
"ENSG00000050426.15",991,789,1130,673,1036,957,907,955
"ENSG00000050438.16",77,56,158,86,185,156,102,76
"ENSG00000050555.17",75,44,44,22,166,251,63,50
"ENSG00000050628.20",350,289,524,217,455,366,286,294
"ENSG00000050730.15",6,3,3,3,12,9,0,4
"ENSG00000050748.17",929,773,1044,607,1032,1171,814,860
"ENSG00000050767.15",0,3,0,0,0,1,0,2
"ENSG00000050820.16",1119,1157,1195,629,1422,2338,1027,1069
"ENSG00000051009.10",439,400,492,275,511,569,401,457
"ENSG00000051108.14",1714,2401,2147,2069,2108,3989,1443,2734
"ENSG00000051128.18",959,838,1048,495,1295,1323,1015,929
"ENSG00000051180.16",15,38,37,42,25,59,44,66
"ENSG00000051341.13",24,15,27,14,25,15,36,29
"ENSG00000051382.8",305,261,369,302,390,597,288,449
"ENSG00000051523.10",761,808,713,446,564,877,629,804
"ENSG00000051596.9",201,127,245,132,212,271,151,137
"ENSG00000051620.10",1005,1183,1177,922,1273,1821,946,1368
"ENSG00000051825.14",266,182,313,147,304,244,240,167
"ENSG00000052126.14",1539,1134,1820,949,2252,1767,1306,1203
"ENSG00000052344.15",0,0,4,0,1,1,1,0
"ENSG00000052723.11",780,651,864,489,783,930,672,625
"ENSG00000052749.13",310,287,369,206,467,627,318,270
"ENSG00000052795.12",478,474,507,341,712,880,492,615
"ENSG00000052802.12",377,281,431,237,311,364,258,241
"ENSG00000052841.14",2222,1882,2693,1463,3121,3194,2221,2224
"ENSG00000052850.5",9,0,4,0,0,5,65,24
"ENSG00000053108.16",0,0,3,0,0,0,0,0
"ENSG00000053254.15",3622,3490,3316,2919,4352,5487,2914,4863
"ENSG00000053328.8",21,7,21,3,2,3,12,10
"ENSG00000053371.12",994,910,982,605,959,1213,839,920
"ENSG00000053372.4",305,315,384,258,376,604,316,322
"ENSG00000053438.8",46,50,38,20,24,25,77,41
"ENSG00000053501.12",334,280,389,174,337,377,288,252
"ENSG00000053524.12",20,36,28,19,40,45,26,28
"ENSG00000053702.14",31,24,56,21,44,41,40,32
"ENSG00000053747.15",932,1371,511,954,1384,2144,799,1661
"ENSG00000053770.11",655,578,846,479,823,1011,598,627
"ENSG00000053900.10",542,494,639,358,576,721,527,539
"ENSG00000053918.15",0,1,0,0,1,0,0,0
"ENSG00000054116.11",724,712,828,493,797,1050,681,675
"ENSG00000054118.13",2859,2231,3507,1742,3624,3746,2776,2477
"ENSG00000054148.17",1254,1017,991,412,963,1172,736,569
"ENSG00000054179.11",2,0,4,0,1,1,4,0
"ENSG00000054219.10",18,24,42,48,28,70,68,108
"ENSG00000054267.21",1072,861,1344,698,1424,1579,1003,1067
"ENSG00000054277.13",344,365,286,344,331,559,291,584
"ENSG00000054282.15",431,314,590,254,614,461,675,532
"ENSG00000054356.13",35,28,19,5,15,5,26,10
"ENSG00000054392.12",107,79,129,67,140,105,91,93
"ENSG00000054523.17",1617,1556,1731,1162,1761,2167,1416,1747
"ENSG00000054598.6",465,349,429,244,627,742,641,528
"ENSG00000054611.13",620,511,760,404,660,885,537,606
"ENSG00000054654.16",1937,1118,2015,1298,1486,2081,1434,2455
"ENSG00000054690.13",23,16,13,2,18,22,13,7
"ENSG00000054793.13",2769,2081,3510,2379,3321,5169,3266,3978
"ENSG00000054938.15",88,24,145,15,199,118,153,71
"ENSG00000054965.10",1987,1437,2301,1013,2258,2323,1821,1634
"ENSG00000054967.12",23,12,9,10,16,33,25,15
"ENSG00000054983.16",662,679,710,486,760,1104,483,661
"ENSG00000055044.10",502,486,546,389,593,862,461,444
"ENSG00000055070.16",3435,3216,3997,2611,3894,6330,3121,3966
"ENSG00000055118.14",54,18,21,1,1,1,10,16
"ENSG00000055130.15",1181,1316,1276,856,1484,2267,1122,1296
"ENSG00000055147.18",564,479,629,355,584,830,439,444
"ENSG00000055163.19",537,212,399,96,485,314,243,144
"ENSG00000055208.18",1661,1356,1844,1220,2162,2524,1372,1648
"ENSG00000055211.12",1864,1904,2813,2079,2529,3414,1965,2439
"ENSG00000055332.16",2208,1645,2202,1134,2404,2657,1838,1712
"ENSG00000055483.19",896,907,805,537,844,1158,771,856
"ENSG00000055609.17",2311,1694,2125,999,2610,2726,2062,1988
"ENSG00000055732.12",150,134,121,52,114,101,108,63
"ENSG00000055813.5",65,37,91,9,25,9,162,60
"ENSG00000055917.15",2322,2061,2322,1582,2528,3171,2108,2511
"ENSG00000055950.16",835,620,838,395,785,972,574,588
"ENSG00000055955.15",21,34,12,20,10,7,24,12
"ENSG00000055957.10",0,0,0,1,1,2,0,3
"ENSG00000056050.6",349,309,314,195,444,366,292,260
"ENSG00000056097.15",2561,2506,3265,2096,3906,5029,2587,3037
"ENSG00000056277.15",179,121,184,55,261,249,139,124
"ENSG00000056291.17",0,0,0,0,0,0,2,0
"ENSG00000056558.10",183,253,277,166,172,218,203,259
"ENSG00000056586.15",1143,1257,1496,1129,1508,2228,1093,1495
"ENSG00000056736.9",106,43,106,29,81,51,127,65
"ENSG00000056972.18",480,475,492,348,714,855,360,538
"ENSG00000056998.19",237,227,311,183,304,510,210,265
"ENSG00000057019.15",2359,1923,2576,1527,3760,4163,2395,2316
"ENSG00000057252.12",982,1400,981,1015,1096,1684,1026,1669
"ENSG00000057294.14",11,61,15,12,6,18,5,8
"ENSG00000057468.6",5,2,2,0,4,2,7,6
"ENSG00000057593.13",2,6,10,7,2,9,4,4
"ENSG00000057608.16",3703,3067,3849,2251,3800,4717,2993,3026
"ENSG00000057657.15",120,132,162,248,177,458,90,334
"ENSG00000057663.14",524,544,558,463,627,860,505,546
"ENSG00000057704.12",16,31,14,25,10,12,16,24
"ENSG00000057757.9",505,411,568,367,629,634,486,472
"ENSG00000057935.13",816,634,1007,492,1113,1100,821,771
"ENSG00000058056.8",351,351,408,360,481,760,389,473
"ENSG00000058063.15",1369,1607,1751,1256,1683,2437,1561,2189
"ENSG00000058085.14",54,95,69,61,66,117,35,89
"ENSG00000058091.16",1294,996,1494,915,1710,1841,1282,1495
"ENSG00000058262.9",11720,8327,14428,6469,13508,14972,10887,8099
"ENSG00000058272.16",1610,1604,1884,1421,1962,2887,1374,1830
"ENSG00000058335.15",2,1,2,3,4,5,1,0
"ENSG00000058404.19",3,1,3,2,0,3,4,0
"ENSG00000058453.16",627,600,569,304,631,808,609,648
"ENSG00000058600.15",463,528,525,326,564,740,391,517
"ENSG00000058668.14",10022,7478,16471,7542,13015,17333,10655,9663
"ENSG00000058673.16",3144,2636,2889,2058,2998,3408,2289,2719
"ENSG00000058729.10",377,312,467,240,510,537,356,309
"ENSG00000058799.14",331,393,506,388,525,803,350,471
"ENSG00000058804.11",284,230,324,193,283,364,247,176
"ENSG00000058866.14",1,0,2,0,2,0,0,0
"ENSG00000059122.16",1392,1255,1695,920,1035,1013,1212,1417
"ENSG00000059145.18",558,590,581,399,632,858,495,634
"ENSG00000059377.16",13,20,13,7,29,17,11,10
"ENSG00000059378.12",249,240,254,202,294,320,211,214
"ENSG00000059573.8",1776,1078,1767,737,1931,2312,1514,975
"ENSG00000059588.9",423,254,472,234,368,464,383,253
"ENSG00000059691.11",388,276,428,212,466,403,312,297
"ENSG00000059728.10",238,170,215,138,219,201,184,177
"ENSG00000059758.7",866,693,1011,428,1152,1150,855,646
"ENSG00000059769.19",250,196,337,214,394,592,253,281
"ENSG00000059804.15",1382,946,1158,678,1426,2348,1017,972
"ENSG00000059915.16",161,123,144,78,225,243,165,105
"ENSG00000060069.16",506,469,474,333,558,929,397,497
"ENSG00000060138.12",4459,5437,4333,3714,5205,6919,3363,5907
"ENSG00000060140.8",1,0,3,0,4,5,0,2
"ENSG00000060237.16",5241,4099,6313,3358,7326,7811,5237,5293
"ENSG00000060339.13",1533,1501,1545,1004,2406,2359,1415,1460
"ENSG00000060491.16",1072,968,1003,595,1034,1362,842,921
"ENSG00000060642.10",241,249,403,267,312,399,263,361
"ENSG00000060656.19",399,401,507,235,368,625,318,370
"ENSG00000060688.12",461,413,550,296,606,715,434,393
"ENSG00000060709.14",0,0,1,0,2,0,0,1
"ENSG00000060718.20",55,230,289,730,77,553,98,685
"ENSG00000060749.14",1157,814,1117,596,1267,1514,1100,986
"ENSG00000060762.18",279,314,323,285,260,385,228,345
"ENSG00000060971.17",703,738,880,526,885,961,625,665
"ENSG00000060982.14",2065,1751,2777,1614,2589,3438,3111,3102
"ENSG00000061273.17",2764,3663,3041,2476,2532,4468,2459,4075
"ENSG00000061337.15",92,31,130,31,95,78,83,44
"ENSG00000061455.10",1223,977,1073,616,1099,1021,616,793
"ENSG00000061656.9",64,71,113,48,83,193,73,116
"ENSG00000061676.14",5144,4982,5526,4466,6464,8666,5314,6265
"ENSG00000061794.12",504,549,604,450,640,808,519,602
"ENSG00000061918.12",1774,2073,1875,1211,1547,1086,1757,1608
"ENSG00000061936.9",829,697,1009,513,971,1058,779,779
"ENSG00000061938.17",669,529,542,256,616,611,491,443
"ENSG00000061987.15",1354,1123,1636,841,1659,1981,1275,1171
"ENSG00000062038.13",2,2,5,4,1,5,3,3
"ENSG00000062096.14",2,1,2,2,2,1,0,1
"ENSG00000062194.15",1167,871,1323,712,1313,1416,1074,949
"ENSG00000062282.14",20,22,15,10,66,48,26,16
"ENSG00000062370.16",164,161,175,107,175,227,133,155
"ENSG00000062485.18",2016,1823,2104,1161,2457,2431,1657,1625
"ENSG00000062524.15",3,5,0,0,2,2,2,1
"ENSG00000062582.13",758,632,713,347,788,921,532,508
"ENSG00000062598.17",1187,1270,1247,874,1354,1559,1076,1258
"ENSG00000062650.18",1050,960,1311,804,1370,1773,1009,1086
"ENSG00000062716.12",2567,3414,3195,2806,3292,4936,2054,3229
"ENSG00000062725.9",1827,1466,1841,1233,2527,2421,1603,1512
"ENSG00000062822.12",189,130,164,52,181,201,131,105
"ENSG00000063015.19",0,2,1,1,2,3,2,0
"ENSG00000063046.17",14305,12939,15842,9460,15610,16198,11511,11887
"ENSG00000063127.15",26,13,27,15,34,27,46,12
"ENSG00000063169.10",231,271,263,207,262,445,201,272
"ENSG00000063176.15",283,272,356,250,354,410,235,239
"ENSG00000063177.12",9992,9441,9745,4250,9056,10376,6700,6768
"ENSG00000063180.8",79,53,188,86,164,115,154,99
"ENSG00000063241.7",423,340,429,202,469,626,302,288
"ENSG00000063244.12",2339,1726,2492,1038,2528,2977,1890,1683
"ENSG00000063245.14",2611,2658,2678,1568,2433,3362,1842,2259
"ENSG00000063322.13",1289,1132,1573,956,1505,1804,1240,1432
"ENSG00000063438.16",513,359,829,330,993,1039,861,561
"ENSG00000063587.13",580,675,577,377,663,965,469,690
"ENSG00000063601.16",735,633,827,478,866,986,667,698
"ENSG00000063660.8",6223,3416,6624,2462,5087,5937,4394,3601
"ENSG00000063761.15",105,101,129,62,135,124,112,104
"ENSG00000063854.12",321,318,421,289,332,475,338,441
"ENSG00000063978.15",1155,1014,1312,804,1430,1671,1028,1066
"ENSG00000064012.21",333,220,446,224,433,450,324,311
"ENSG00000064042.17",504,315,469,224,554,830,264,331
"ENSG00000064102.14",398,369,433,236,548,639,296,293
"ENSG00000064115.10",1230,1397,1256,1467,1146,2149,885,2049
"ENSG00000064199.6",141,127,272,163,243,302,178,187
"ENSG00000064201.15",33,11,17,4,26,8,21,6
"ENSG00000064205.10",1462,497,4517,1577,3327,2127,1748,1006
"ENSG00000064225.12",28,11,57,19,47,47,44,34
"ENSG00000064270.12",1,6,0,3,2,6,9,3
"ENSG00000064300.8",1,5,2,0,2,4,0,0
"ENSG00000064309.14",661,122,671,156,363,278,777,179
"ENSG00000064313.11",761,672,849,562,964,1214,743,769
"ENSG00000064393.15",2187,2920,2137,1648,2649,4941,1996,3273
"ENSG00000064419.13",1308,1087,1578,866,1733,1875,1261,1241
"ENSG00000064489.22",102,86,101,60,139,191,79,90
"ENSG00000064490.13",356,340,475,234,445,557,283,317
"ENSG00000064545.14",362,305,303,170,337,510,261,287
"ENSG00000064547.13",30,30,46,17,61,66,37,36
"ENSG00000064601.16",9168,6313,12787,6195,12518,12597,10022,8703
"ENSG00000064607.16",1674,1581,1963,916,1951,2154,1464,1278
"ENSG00000064651.13",375,431,631,344,540,622,543,538
"ENSG00000064652.10",211,263,235,215,301,510,190,291
"ENSG00000064655.18",66,64,221,117,80,98,117,132
"ENSG00000064666.14",6167,8438,9232,8638,8036,20551,6636,10458
"ENSG00000064687.12",159,94,253,69,237,178,154,90
"ENSG00000064692.18",116,52,92,15,32,7,62,22
"ENSG00000064703.11",304,328,373,254,377,615,245,289
