year,infant_mortality,life_expectancy,fertility,population,continent
1963,16.4,73.13,3.86,186056,Europe
1963,157.6,43.46,5.83,477729958,Asia
1963,137.7,47.45,5.63,95055669,Asia
1963,169.26,47.83,6.9,23680433,Asia
1963,112.5,50.36,6.69,7888914,Asia
1963,27,70.85,4,2831911,Europe
1963,NA,69.41,3.82,2355929,Asia
1963,39.2,69.32,2.47,50872976,Europe
1963,55.8,67.74,5.71,1709690,Americas
1963,23.2,69.79,1.97,95227653,Asia
1963,91.6,55.75,7.98,1000506,Asia
1963,NA,60.31,4.33,11211938,Asia
1963,106.5,49.48,8.08,8908425,Africa
1963,122.2,47.03,7.14,44372,Oceania
1963,68.8,55.27,5.57,27143075,Asia
1963,83.3,64.53,7.35,381665,Asia
1963,NA,57.44,5.34,2406263,Asia
1963,NA,42.89,5.97,2272078,Asia
1963,NA,70.36,1.84,2211297,Europe
1963,53.4,63.74,5.65,1984982,Asia
1963,141.5,48.32,5.81,898342,Africa
1963,210.4,36.28,6.48,1196588,Africa
1963,140.9,49.69,7.64,1592111,Africa
1963,NA,70.64,2.42,2887887,Europe
1963,NA,68.8,2.39,324127,Europe
1963,NA,66.36,4.24,188703,Asia
1963,NA,62.72,3.53,1547445,Europe
1963,NA,43.7,7.3,5486593,Africa
1963,212.9,39.25,7.02,3872124,Africa
1963,58.3,61.63,5.94,8999247,Asia
1963,217.1,40.54,7.15,97556,Asia
1963,216.5,30.4,6.77,5441611,Africa
1963,32.6,69.37,3.01,308815,Europe
1963,126,45.96,6.8,936014,Africa
1963,59.9,61.38,5.99,717413,Africa
1963,90.8,58.96,6.77,41939880,Americas
1963,NA,57.9,6.9,48875,Oceania
1963,NA,63.38,3.09,3212094,Europe
1963,NA,51.94,7.48,1042383,Asia
1963,NA,65.86,3.2,520714,Europe
1963,138,51.09,7.14,13488517,Africa
1963,NA,39.98,6.6,7961458,Africa
1963,NA,48.9,6.2,648668,Africa
1963,209.4,41.21,6,10544586,Asia
1963,15.3,73.33,3.19,11896942,Europe
1963,NA,58.36,5.22,85908,Oceania
1963,20,71.33,3.41,2530791,Oceania
1963,129.7,53.19,7.11,1943591,Americas
1963,NA,37.24,7.15,3703159,Africa
1963,181.4,42.19,6.34,48128460,Africa
1963,17.1,73.2,2.91,3666690,Europe
1963,218.7,47.37,7.26,593504,Asia
1963,171.7,49.47,6.6,48312888,Asia
1963,61.9,63.22,5.77,1238824,Americas
1963,123.2,40.6,6.28,2075630,Oceania
1963,60.9,67.33,6.45,2058916,Americas
1963,125.4,50.7,6.84,10961539,Americas
1963,62.7,59.87,6.95,29016770,Asia
1963,46.8,68.64,2.6,30893775,Europe
1963,74.4,65,3.19,8924221,Europe
1963,NA,69.21,4.25,2491284,Americas
1963,NA,63.06,6.98,61647,Asia
1963,NA,67.74,2,19059874,Europe
1963,NA,68.98,2.28,124193114,Europe
1963,122.4,44.05,8.2,3102968,Africa
1963,NA,59.11,6.82,93397,Americas
1963,NA,60.93,6.98,84167,Americas
1963,NA,53.21,7.6,119564,Oceania
1963,NA,49.48,7.25,4516663,Asia
1963,125.9,38.76,7.08,3450418,Africa
1963,NA,64.99,2.54,7725501,Europe
1963,69.5,62.08,5.65,44515,Africa
1963,214.2,37.57,6.23,2269890,Africa
1963,29.3,65.97,4.97,1790682,Asia
1963,NA,70.79,2.86,4294673,Europe
1963,NA,69.08,2.34,1614022,Europe
1963,113.7,52.27,6.39,128863,Oceania
1963,NA,50.14,6.05,18809939,Africa
1963,39.3,69.81,2.82,31479529,Europe
1963,64.6,61.06,5.18,10608672,Asia
1963,102.6,50.99,6.76,8223613,Africa
1963,NA,61.81,6.5,314530,Americas
1963,136,45.73,6.76,373991,Africa
1963,15,73.53,2.33,7627722,Europe
1963,20.1,71.34,2.58,5618160,Europe
1963,105.6,54.56,7.54,5057825,Asia
1963,NA,58.51,6.37,2312193,Asia
1963,140.5,46.62,6.8,11005882,Africa
1963,92.7,56.98,6.16,29967043,Asia
1963,NA,39.85,6.37,526936,Asia
1963,153.5,43.1,6.68,1631763,Africa
1963,60.4,62.26,7.23,69e3,Oceania
1963,51.5,64.63,4.87,892571,Americas
1963,170.9,45.47,7.13,4377636,Africa
1963,152.6,49.35,6.1,29597047,Asia
1963,NA,56.27,6.67,1769008,Asia
1963,125,47.22,7.06,7487411,Africa
1963,NA,71.18,2.13,44285897,Europe
1963,117.4,54.91,6.88,125216,Asia
1963,21.4,70.74,2.8,53537821,Europe
1963,24.4,70.04,3.35,194513911,Americas
1963,53.6,68.55,2.87,2635128,Americas
1963,NA,60.7,6.79,9611601,Asia
1963,98.8,47.71,6.94,69962,Oceania
1963,55.3,61.91,6.58,9130346,Americas
1963,NA,52.75,7.99,1159693,Asia
1963,67.3,60.42,6.45,35722092,Asia
1963,276.9,35.45,7.35,5429501,Asia
1963,116.7,49.94,7.18,3342894,Africa
1963,85.3,54.42,7.31,4140804,Africa
1964,97.9,66.18,5.71,1843596,Europe
1964,148.7,49.58,7.65,12295973,Africa
1964,NA,38.18,7.43,5665701,Africa
1964,NA,64.81,4.25,58500,Americas
1964,59.25,65.84,3.07,21953926,Americas
1964,NA,68.78,4.16,2138133,Asia
1964,NA,67.11,4.06,57029,Americas
1964,18.8,70.63,3.15,11114995,Oceania
1964,29.7,70.13,2.8,7249855,Europe
1964,NA,63.06,5.47,4445653,Asia
1964,NA,63.13,4.22,133697,Americas
1964,96.6,56.9,7.19,182774,Asia
1964,160.3,48.29,6.85,54129390,Asia
1964,54.4,63.74,4.09,234547,Americas
1964,NA,73.17,2.6,8521433,Europe
1964,25,70.66,2.6,9383443,Europe
1964,NA,62.36,6.42,103070,Americas
1964,173.6,40.38,6.5,2586362,Africa
1964,NA,38.12,6.67,246324,Asia
1964,162.2,45.24,6.61,3990855,Americas
1964,NA,65.46,3.62,3468083,Europe
1964,102.8,51.67,6.68,579560,Africa
1964,117.1,57.21,5.95,81751802,Americas
1964,NA,64.72,6.23,97933,Asia
1964,39.9,71.18,2.18,8141171,Europe
1964,154.3,37.27,6.41,5098892,Africa
1964,142.8,41.69,7.14,3011957,Africa
1964,NA,43.2,6.91,6329411,Asia
1964,155.5,45.59,5.89,5850454,Africa
1964,24,71.64,3.51,19349346,Americas
1964,NA,50.77,6.99,223854,Africa
1964,154.7,39.36,5.93,1616515,Africa
1964,NA,42.58,6.32,3247798,Africa
1964,105.1,58.54,5.19,8423614,Americas
1964,NA,52,6.12,690932043,Asia
1964,82.6,60.21,6.66,18581972,Americas
1964,NA,45.75,6.98,201665,Africa
1964,NA,45.36,6.07,16903899,Africa
1964,102.1,50.55,6.06,1126602,Africa
1964,75.1,64.26,6.89,1537035,Americas
1964,188,40.84,7.64,4049675,Africa
1964,NA,66.43,2.21,4304984,Europe
1964,40.4,66.35,4.64,7787149,Americas
1964,NA,71.02,3.25,578629,Asia
1964,NA,70.73,2.12,9773266,Europe
1964,18.7,72.61,2.6,4723496,Europe
1964,NA,47.8,6.6,107584,Africa
1964,96.4,56.52,7.19,3757962,Americas
1964,109.6,56.53,6.59,5099470,Americas
1964,183.4,50.42,6.47,30094082,Africa
1964,117.4,54.81,6.7,3106186,Americas
1964,NA,39.08,5.57,264743,Africa
1964,NA,40.41,6.78,1550297,Africa
1964,NA,70.74,1.95,1275471,Europe
1964,NA,39.36,6.87,24396965,Africa
1964,47.5,57.35,5.68,450452,Oceania
1964,17.4,69.4,2.58,4546343,Europe
1964,19.4,71.43,2.8,48402900,Europe
1964,NA,57.85,5.37,90132,Oceania
1964,NA,40.7,4.69,523793,Africa
1964,139.3,37.91,5.78,394552,Africa
1964,NA,65.11,2.86,4419583,Asia
1964,NA,70.66,2.49,75410766,Europe
1964,121.2,48.07,6.89,7513286,Africa
1964,43.6,69.69,2.26,8492232,Europe
1964,NA,62.97,7.27,36441,Americas
1964,NA,62.35,5.91,94066,Americas
1964,135.3,49.05,6.43,4600846,Americas
1964,206.1,36.57,6.13,3812004,Africa
1964,NA,44.15,5.32,643962,Africa
1964,59.5,59.75,5.33,635778,Americas
1964,182.2,44.38,6.23,4186636,Americas
1964,124.5,50.65,7.44,2282764,Americas
1964,NA,69.52,4.83,3695136,Asia
1964,45.8,69.52,1.88,10135688,Europe
1964,16,73.72,3.74,189276,Europe
1964,155.3,44.23,5.81,487690114,Asia
1964,134.1,48.24,5.62,97638027,Asia
1964,162.5,48.43,6.87,24308080,Asia
1964,107.1,51.46,6.87,8122200,Asia
1964,26,71.12,3.99,2844373,Europe
1964,NA,69.68,3.82,2443297,Asia
1964,37.3,70.37,2.5,51289904,Europe
1964,54,68.25,5.78,1737616,Americas
1964,21,70.26,1.97,96253064,Asia
1964,87.1,56.55,8.03,1050725,Asia
1964,NA,60.79,4.2,11577537,Asia
1964,103.6,50.13,8.1,9200158,Africa
1964,117.8,47.44,7.2,45424,Oceania
1964,65.3,56.04,5.36,27770874,Asia
1964,77.8,65.24,7.38,431366,Asia
1964,NA,57.9,5.32,2490244,Asia
1964,NA,43.13,5.97,2325742,Asia
1964,NA,71.62,1.82,2236844,Europe
1964,52.3,64,5.58,2041212,Asia
1964,141.3,48.59,5.81,915473,Africa
1964,208.8,36.73,6.5,1224094,Africa
1964,133.5,51.28,7.68,1652294,Africa
1964,NA,72,2.38,2928182,Europe
1964,25.4,68.98,2.37,327361,Europe
1964,NA,66.81,3.93,197523,Asia
1964,NA,63.32,3.45,1569143,Europe
1964,NA,44.28,7.3,5625401,Africa
1964,214.3,39.49,7.06,3963424,Africa
1964,55.8,62.17,5.81,9287442,Asia
1964,211.1,41.48,7.18,100177,Asia
1964,212.8,30.79,6.79,5503748,Africa
1964,31.6,69.7,2.8,307389,Europe
1964,123.1,46.59,6.8,963746,Africa
1964,58.1,61.97,5.79,735860,Africa
1964,89.3,59.4,6.77,43264267,Americas
1964,NA,58.26,6.89,50483,Oceania
1964,NA,63.77,2.99,3275457,Europe
1964,NA,52.74,7.56,1074517,Asia
1964,NA,66.47,3.09,529176,Europe
1964,135.5,51.58,7.12,13871988,Africa
1964,180.5,40.54,6.6,8129268,Africa
1964,NA,49.48,6.22,665297,Africa
1964,205.2,41.67,6,10719988,Asia
1964,14.9,73.71,3.17,12057475,Europe
1964,NA,58.99,5.22,88578,Oceania
1964,19.3,71.37,3.22,2581578,Oceania
1964,128.2,54.04,7.05,2002119,Americas
1964,NA,37.36,7.19,3811813,Africa
1964,195.4,42.75,6.34,49169819,Africa
1964,16.6,73.7,2.96,3694987,Europe
1964,207.9,48.26,7.26,608889,Asia
1964,165.8,50.27,6.6,49555472,Asia
1964,60.4,63.72,5.71,1276274,Americas
1964,119.6,41.39,6.27,2116832,Oceania
1964,60.5,67.61,6.41,2114095,Americas
1964,121.8,51.25,6.8,11281015,Americas
1964,61.4,60.21,6.87,29962877,Asia
1964,43.9,68.87,2.5,31229448,Europe
1964,70.1,65.22,3.19,8915539,Europe
1964,NA,69.45,4.08,2537637,Americas
1964,NA,63.79,6.99,67487,Asia
1964,NA,67.96,1.95,19207098,Europe
1964,NA,69.77,2.16,125412397,Europe
1964,122,44.35,8.2,3161719,Africa
1964,NA,59.66,6.76,94813,Americas
1964,NA,61.75,6.88,85076,Americas
1964,NA,53.8,7.57,123354,Oceania
1964,NA,50.15,7.26,4677409,Asia
1964,125.9,38.74,7.11,3547939,Africa
1964,NA,65.53,2.52,7780683,Europe
1964,67.8,62.47,5.76,45651,Africa
1964,211,38.1,6.3,2301023,Africa
1964,28.3,66.16,4.66,1836087,Asia
1964,NA,71.17,2.78,4339082,Europe
1964,NA,69.12,2.34,1621883,Europe
1964,108.4,52.84,6.39,132787,Oceania
1964,NA,50.52,5.98,19308166,Africa
1964,37.3,70.54,2.83,31838485,Europe
1964,62.4,61.55,5.07,10858780,Asia
1964,101.1,51.47,6.79,8475765,Africa
1964,NA,62.23,6.41,322995,Americas
1964,133.7,46.05,6.78,382575,Africa
1964,14.4,73.7,2.48,7682603,Europe
1964,19.3,72.23,2.56,5729465,Europe
1964,100.8,55.15,7.56,5224579,Asia
1964,NA,58.98,6.43,2401598,Asia
1964,139,46.99,6.8,11339076,Africa
1964,89.7,57.4,6.15,30881332,Asia
1964,NA,40.55,6.35,536798,Asia
1964,150.5,43.77,6.73,1662072,Africa
1964,57,62.6,7.12,71757,Oceania
1964,50.1,64.94,4.66,903272,Americas
1964,163.2,46.35,7.11,4458609,Africa
1964,148.2,50.15,6.03,30292969,Asia
1964,NA,56.72,6.66,1829697,Asia
1964,122.9,47.86,7.08,7746181,Africa
1964,NA,71.97,2.07,44794325,Europe
1964,111,55.9,6.86,138220,Asia
1964,20.8,71.53,2.79,53920055,Europe
1964,23.8,70.33,3.22,197028908,Americas
1964,52.7,68.67,2.86,2665387,Americas
1964,NA,61.15,6.78,9917202,Asia
1964,95.9,48.29,6.84,72131,Oceania
1964,54.2,62.51,6.5,9476255,Americas
1964,NA,53.47,8.04,1182168,Asia
1964,61.7,60.95,6.46,36780984,Asia
1964,270.7,36.37,7.39,5522690,Asia
1964,115.1,50.44,7.24,3449266,Africa
1964,82.8,54.83,7.35,4279561,Africa
1965,94.1,66.59,5.59,1896125,Europe
1965,149.1,50.09,7.66,12626953,Africa
1965,NA,38.74,7.43,5765025,Africa
1965,NA,65.23,4.19,59653,Americas
1965,59.11,65.95,3.06,22283389,Americas
1965,NA,69.26,3.98,2204650,Asia
1965,NA,67.44,3.84,57360,Americas
1965,18.6,70.96,2.97,11368011,Oceania
1965,28.3,69.92,2.7,7298794,Europe
1965,NA,63.49,5.35,4579759,Asia
1965,NA,63.4,4.06,140049,Americas
1965,88.6,58.1,7.17,187348,Asia
1965,157.4,48.6,6.88,55835020,Asia
1965,51.7,64.2,3.96,235373,Americas
1965,NA,72.7,2.54,8607031,Europe
1965,24.1,70.51,2.56,9440279,Europe
1965,NA,62.95,6.4,106121,Americas
1965,170.2,40.93,6.54,2632360,Africa
1965,NA,38.68,6.67,252629,Asia
1965,159.4,45.62,6.59,4070590,Americas
1965,NA,66.14,3.5,3524596,Europe
1965,99.8,52,6.69,595741,Africa
1965,114.5,57.66,5.82,84130061,Americas
1965,NA,65.21,6.07,102525,Asia
1965,39.4,71.35,2.17,8206564,Europe
1965,153,37.8,6.45,5174869,Africa
1965,143.6,41.95,7.18,3079034,Africa
1965,NA,43.45,6.87,6467196,Asia
1965,152.2,46.13,5.95,5987671,Africa
1965,23.1,71.74,3.15,19693538,Americas
1965,NA,51,6.99,231427,Africa
1965,151.7,39.92,5.94,1648830,Africa
1965,NA,43.01,6.34,3310921,Africa
1965,96.5,59.03,5,8612074,Americas
1965,81,54.28,6.02,706590947,Asia
1965,80.9,60.7,6.56,19144220,Americas
1965,NA,46.18,7,205412,Africa
1965,NA,45.77,6.09,17369859,Africa
1965,99.7,51.02,6.1,1157905,Africa
1965,68.8,64.8,6.63,1589625,Americas
1965,183.3,41.51,7.7,4219739,Africa
1965,NA,66.8,2.18,4328920,Europe
1965,39.5,66.99,4.62,7951928,Americas
1965,NA,71.33,3.13,580971,Asia
1965,NA,70.43,2.07,9800931,Europe
1965,17.8,72.49,2.61,4760262,Europe
1965,NA,48.33,6.63,114963,Africa
1965,94.6,57.28,7.05,3878952,Americas
1965,107,57.02,6.55,5250120,Americas
1965,178.1,50.88,6.41,30872982,Africa
1965,115.5,55.4,6.64,3197865,Americas
1965,NA,39.44,5.6,269427,Africa
1965,NA,40.81,6.75,1589187,Africa
1965,NA,70.81,1.97,1290437,Europe
1965,NA,38.13,6.86,25013551,Africa
1965,46.3,57.75,5.48,463884,Oceania
1965,16.6,69.16,2.46,4564690,Europe
1965,18.5,71.26,2.77,48952283,Europe
1965,NA,58.24,5.31,93440,Oceania
1965,NA,41.42,4.77,532512,Africa
1965,137.1,38.66,5.83,400865,Africa
1965,NA,65.52,2.8,4477328,Asia
1965,NA,70.65,2.48,75990737,Europe
1965,120.8,48.44,6.92,7710547,Africa
1965,42.3,69.91,2.29,8534252,Europe
1965,NA,63.34,6.96,37963,Americas
1965,NA,62.76,5.6,94579,Americas
1965,132.6,49.73,6.4,4728203,Americas
1965,204.5,36.77,6.14,3877804,Africa
1965,NA,44.39,5.14,652566,Africa
1965,58.3,59.92,5.27,650379,Americas
1965,179.1,44.93,6.18,4271133,Americas
1965,120.5,51.35,7.44,2352637,Americas
1965,NA,69.96,4.55,3801814,Asia
1965,44.4,69.22,1.89,10170472,Europe
1965,15.5,74,3.6,192251,Europe
1965,153.2,44.98,5.78,497920270,Asia
1965,130.6,43.77,5.61,100308896,Asia
1965,155.99,49.04,6.83,24955116,Asia
1965,102.1,52.52,7.04,8375791,Asia
1965,24.7,71.35,3.95,2857104,Europe
1965,NA,69.93,3.81,2522530,Asia
1965,35.7,70.24,2.52,51693136,Europe
1965,52.4,68.73,5.82,1763436,Americas
1965,19.1,70.31,1.98,97341852,Asia
1965,82.8,57.35,8.06,1119798,Asia
1965,NA,61.24,4.06,11909001,Asia
1965,101.2,50.75,8.12,9504702,Africa
1965,113.9,47.84,7.22,46455,Oceania
1965,61.6,56.84,5.16,28392722,Asia
1965,72.6,65.92,7.41,482173,Asia
1965,NA,58.34,5.27,2573494,Asia
1965,NA,43.39,5.97,2381063,Asia
1965,NA,71.29,1.81,2261259,Europe
1965,51.4,64.25,5.5,2092354,Asia
1965,140.9,48.79,5.8,933251,Africa
1965,206.8,37.23,6.52,1252968,Africa
1965,126.6,52.77,7.71,1717255,Africa
1965,NA,71.76,2.35,2966947,Europe
1965,24.4,69.31,2.34,330164,Europe
1965,NA,67.24,3.59,206910,Asia
1965,NA,63.92,3.36,1592434,Europe
1965,111,44.85,7.3,5769219,Africa
1965,213.3,39.75,7.1,4058680,Africa
1965,53.4,62.71,5.66,9569784,Asia
1965,205.3,42.47,7.2,102723,Asia
1965,209.2,31.26,6.82,5568485,Africa
1965,30.6,70.03,2.59,306212,Europe
1965,120.3,47.18,6.8,992368,Africa
1965,60.5,62.4,5.51,753285,Africa
1965,87.6,59.78,6.77,44623041,Americas
1965,NA,58.63,6.89,52238,Oceania
1965,NA,64.14,2.89,3335625,Europe
1965,NA,53.48,7.59,1107125,Asia
1965,NA,67.05,2.99,533815,Europe
1965,133,52.06,7.08,14248426,Africa
1965,185.6,41.1,6.6,8302736,Africa
1965,NA,50.05,6.24,682553,Africa
1965,200.7,42.14,6,10905006,Asia
1965,14.5,73.58,3.04,12216122,Europe
1965,NA,59.6,5.22,91197,Oceania
1965,18.7,71.3,3.05,2628003,Oceania
1965,126.6,54.88,7.01,2062633,Americas
1965,NA,37.49,7.22,3921581,Africa
1965,191,43.29,6.34,50238569,Africa
1965,16,73.83,2.93,3724065,Europe
1965,197.6,49.13,7.27,625007,Asia
1965,160.5,51.01,6.6,50848775,Asia
1965,59,64.21,5.64,1314627,Americas
1965,116.1,42.22,6.26,2161103,Oceania
1965,60,67.87,6.36,2170853,Americas
1965,118.2,51.79,6.75,11607684,Americas
1965,60.2,60.56,6.78,30913931,Asia
1965,40.8,69.58,2.41,31539695,Europe
1965,66.4,66.17,3.18,8888635,Europe
1965,NA,69.72,3.89,2577530,Americas
1965,NA,64.53,6.99,73543,Asia
1965,NA,68.02,1.89,19379554,Europe
1965,NA,69.36,2.09,126483874,Europe
1965,122.2,44.62,8.2,3232937,Africa
1965,NA,60.15,6.69,96303,Americas
1965,NA,62.46,6.76,85972,Americas
1965,NA,54.39,7.52,127068,Oceania
1965,NA,50.88,7.26,4843635,Asia
1965,125.7,38.71,7.15,3649308,Africa
1965,NA,66.06,2.49,7835084,Europe
1965,66,62.81,5.84,46770,Africa
1965,207.6,38.7,6.38,2332999,Africa
1965,27.3,66.31,4.36,1879571,Asia
1965,NA,70.39,2.7,4378613,Europe
1965,NA,69.14,2.34,1629434,Europe
1965,103.3,53.42,6.42,136847,Oceania
1965,NA,50.91,5.91,19813947,Africa
1965,35.6,70.95,2.83,32192223,Europe
1965,60.4,62.07,4.96,11117685,Asia
1965,99.8,51.94,6.81,8738703,Africa
1965,NA,62.65,6.3,331799,Americas
1965,131.3,46.39,6.8,391659,Africa
1965,13.7,73.85,2.41,7741167,Europe
1965,18.4,72.36,2.53,5829958,Europe
1965,96.2,55.77,7.56,5398333,Asia
1965,NA,59.45,6.51,2489648,Asia
1965,137.3,47.37,6.8,11683511,Africa
1965,86.8,57.8,6.13,31822798,Asia
1965,NA,41.29,6.31,547035,Asia
1965,147.7,44.43,6.79,1708632,Africa
1965,53.8,62.94,6.97,74363,Oceania
1965,48.8,65.17,4.43,912419,Americas
1965,155.7,47.31,7.06,4545340,Africa
1965,144.1,50.96,5.95,31000167,Asia
1965,NA,57.17,6.62,189e4,Asia
1965,120.9,48.49,7.09,8014376,Africa
1965,NA,71.4,2.03,45261939,Europe
1965,104.4,56.87,6.84,150318,Asia
1965,20.1,71.52,2.76,54278349,Europe
1965,23.3,70.41,2.93,199403532,Americas
1965,52.1,68.74,2.84,2694535,Americas
1965,NA,61.59,6.75,10233502,Asia
1965,92.8,48.87,6.73,74287,Oceania
1965,53.1,63.09,6.37,9824694,Americas
1965,NA,54.2,8.06,1191509,Asia
1965,60.7,61.32,6.48,37860014,Asia
1965,263.6,37.27,7.42,5619170,Asia
1965,114,50.96,7.29,3559687,Africa
1965,80.5,55.25,7.37,4422132,Africa
1966,90.2,66.88,5.48,1947786,Europe
1966,149.3,50.58,7.66,12980269,Africa
1966,NA,39.28,7.42,5863568,Africa
1966,NA,65.63,4.13,60818,Americas
1966,58.89,66.08,3.05,22608747,Americas
1966,NA,69.74,3.79,2269475,Asia
1966,NA,67.76,3.63,57712,Americas
1966,18.3,70.79,2.89,11657281,Oceania
1966,27.3,70.22,2.66,7345865,Europe
1966,NA,63.91,5.21,4708485,Asia
1966,NA,63.65,3.89,146364,Americas
1966,81.3,59.23,7.1,191782,Asia
1966,155,48.63,6.9,57675529,Asia
1966,49.2,64.64,3.81,236043,Americas
1966,NA,73.05,2.48,8695433,Europe
1966,23.3,70.58,2.5,9493656,Europe
1966,NA,63.53,6.38,109344,Americas
1966,166.8,41.5,6.59,2681382,Africa
1966,NA,39.28,6.67,259270,Asia
1966,156.5,45.99,6.59,4152665,Americas
1966,NA,66.81,3.37,3574972,Europe
1966,97,52.36,6.7,612950,Africa
1966,112.1,58.07,5.66,86494987,Americas
1966,NA,65.67,5.92,107450,Asia
1966,39,71.28,2.15,8269118,Europe
1966,151.8,38.3,6.49,5256363,Africa
1966,144.5,42.18,7.22,3153879,Africa
1966,NA,43.73,6.82,6588993,Asia
1966,148.1,46.67,6.01,6130990,Africa
1966,22.1,71.86,2.81,20041006,Americas
1966,NA,51.32,6.99,239765,Africa
1966,148.6,40.5,5.95,1682874,Africa
1966,NA,43.48,6.36,3373563,Africa
1966,87.4,59.54,4.8,8802926,Americas
1966,NA,55.37,6.21,724490033,Asia
1966,79,61.16,6.42,19721464,Americas
1966,NA,46.63,7.03,209536,Africa
1966,NA,46.2,6.11,17861860,Africa
1966,97.3,51.45,6.14,1190361,Africa
1966,66.3,65.33,6.33,1642189,Americas
1966,178.7,42.21,7.76,4400054,Africa
1966,NA,67.16,2.14,4350815,Europe
1966,39.2,67.6,4.54,8110428,Americas
1966,NA,71.62,3.01,585311,Asia
1966,NA,70.65,2.03,9811540,Europe
1966,17,72.57,2.62,4796157,Europe
1966,NA,48.9,6.67,122868,Africa
1966,92.8,58.02,6.9,4001377,Americas
1966,104.6,57.47,6.49,5405692,Americas
1966,173.6,51.29,6.33,31660914,Africa
1966,113.6,55.93,6.57,3290397,Americas
1966,NA,39.78,5.62,275470,Africa
1966,NA,41.22,6.73,1629333,Africa
1966,NA,70.78,1.99,1305025,Europe
1966,143.1,39.09,6.87,25641176,Africa
1966,45.3,58.14,5.28,476329,Oceania
1966,15.8,69.68,2.41,4577033,Europe
1966,17.7,71.67,2.73,49411342,Europe
1966,NA,58.65,5.27,96730,Oceania
1966,NA,42.21,4.83,542562,Africa
1966,134.9,39.47,5.88,408182,Africa
1966,NA,65.9,2.74,4529961,Asia
1966,NA,70.77,2.44,76558016,Europe
1966,120.7,48.8,6.94,7890992,Africa
1966,41.2,70.12,2.32,8580600,Europe
1966,NA,63.71,7,39616,Americas
1966,NA,63.16,5.3,94878,Americas
1966,129.9,50.43,6.36,4858880,Americas
1966,202.6,36.96,6.14,3948206,Africa
1966,NA,44.63,5.05,662597,Africa
1966,57.3,60.09,5.23,662332,Americas
1966,176,45.43,6.11,4357482,Americas
1966,116.7,52.02,7.44,2420234,Americas
1966,NA,70.37,4.25,3868497,Asia
1966,43.2,69.98,1.92,10204575,Europe
1966,15,73.4,3.46,194935,Europe
1966,151,45.73,5.75,508402908,Asia
1966,127,44.18,5.6,103067352,Asia
1966,149.86,49.66,6.77,25624650,Asia
1966,97.4,53.51,7.19,8651167,Asia
1966,23.3,70.89,3.9,2869311,Europe
1966,NA,70.17,3.8,2591594,Asia
1966,34.3,70.99,2.52,52076758,Europe
1966,50.8,69.17,5.82,1786547,Americas
1966,17.5,71.12,2,98494630,Asia
1966,78.9,58.13,8.05,1210948,Asia
1966,NA,61.69,3.92,12200891,Asia
1966,99,51.35,8.13,9822505,Africa
1966,110.1,48.23,7.17,47461,Oceania
1966,57.8,57.67,4.99,29006181,Asia
1966,68,66.58,7.42,533521,Asia
1966,NA,58.76,5.19,2655349,Asia
1966,NA,43.64,5.97,2437527,Asia
1966,NA,71.26,1.81,2284214,Europe
1966,50.5,64.5,5.4,2136640,Asia
1966,140.1,48.95,5.8,951736,Africa
1966,204.6,37.77,6.55,1283304,Africa
1966,119.8,54.15,7.74,1787080,Africa
1966,NA,71.92,2.33,3003571,Europe
1966,23.4,69.21,2.29,332421,Europe
1966,NA,67.66,3.26,216873,Asia
1966,NA,64.51,3.27,1617797,Europe
1966,108.1,45.43,7.3,5918060,Africa
1966,212.3,40.03,7.14,4158132,Africa
1966,51.2,63.21,5.49,9844116,Asia
1966,199.2,43.48,7.22,105145,Asia
1966,206.1,31.8,6.84,5635859,Africa
1966,29.5,70.36,2.4,305357,Europe
1966,117.6,47.73,6.8,1021880,Africa
1966,65.5,62.67,5.19,769556,Africa
1966,86,60.15,6.77,46010959,Americas
1966,NA,58.99,6.9,54201,Oceania
1966,NA,64.48,2.8,3392084,Europe
1966,NA,54.16,7.6,1139960,Asia
1966,NA,67.62,2.91,533909,Europe
1966,130.4,52.54,7.02,14617077,Africa
1966,185,41.66,6.6,8482373,Africa
1966,NA,50.61,6.26,700316,Africa
1966,195.9,42.6,6,11100672,Asia
1966,14.2,73.52,2.9,12372136,Europe
1966,NA,60.19,5.23,93682,Oceania
1966,18.3,71.16,3.13,2668590,Oceania
1966,125,55.74,6.98,2125233,Americas
1966,NA,37.61,7.26,4032210,Africa
1966,186.8,43.81,6.34,51336375,Africa
1966,15.4,74.11,2.89,3754010,Europe
1966,187.8,49.97,7.28,642005,Asia
1966,155.7,51.7,6.6,52194629,Asia
1966,57.6,64.7,5.56,1353805,Americas
1966,112.7,43.07,6.24,2208422,Oceania
1966,59.6,68.11,6.28,2229373,Americas
1966,114.8,52.38,6.68,11941327,Americas
1966,59.1,60.91,6.69,31867565,Asia
1966,37.9,69.99,2.35,31824145,Europe
1966,63.6,65.67,3.16,8839831,Europe
1966,NA,70.03,3.7,2609261,Americas
1966,NA,65.25,6.99,79735,Asia
1966,NA,67.98,1.89,19582342,Europe
1966,NA,69.43,2.1,127396324,Europe
1966,123,44.85,8.2,3319077,Africa
1966,NA,60.58,6.61,97877,Americas
1966,NA,63.06,6.63,86860,Americas
1966,NA,54.98,7.46,130687,Oceania
1966,NA,51.68,7.26,5015672,Asia
1966,125.3,38.7,7.19,3754268,Africa
1966,NA,66.56,2.46,7888802,Europe
1966,64,63.11,5.89,47851,Africa
1966,204.2,39.38,6.45,2365801,Africa
