"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_23_P342053"	"1"	"0.043027"	"2.5476857"	"-4.55"	"1.40900781"	"RBBP6"	"RB binding protein 6, ubiquitin ligase"
"A_32_P123514"	"1"	"0.043028"	"-2.5476752"	"-4.55"	"-2.03913035"	"PABPC4L"	"poly(A) binding protein cytoplasmic 4 like"
"A_23_P68311"	"1"	"0.043316"	"2.5427686"	"-4.55"	"1.39711795"	"ADGRF3"	"adhesion G protein-coupled receptor F3"
"A_23_P426305"	"1"	"0.043376"	"2.5417431"	"-4.55"	"1.75384935"	"AOC3"	"amine oxidase, copper containing 3"
"A_32_P218025"	"1"	"0.043628"	"2.5374978"	"-4.55"	"1.19365681"	"LOC100506253"	"uncharacterized LOC100506253"
"A_23_P410587"	"1"	"0.0437"	"2.5362765"	"-4.55"	"1.53598256"	"JADE1"	"jade family PHD finger 1"
"A_23_P312358"	"1"	"0.043742"	"2.5355783"	"-4.55"	"1.53700475"	"BEND7"	"BEN domain containing 7"
"A_24_P879135"	"1"	"0.044221"	"-2.5275736"	"-4.55"	"-1.88174699"	""	""
"A_23_P76731"	"1"	"0.044261"	"-2.5269066"	"-4.55"	"-1.2373826"	"MOK"	"MOK protein kinase"
"A_23_P207345"	"1"	"0.044318"	"2.5259641"	"-4.55"	"1.61868208"	"ADAM11"	"ADAM metallopeptidase domain 11"
"A_32_P67266"	"1"	"0.044697"	"2.519707"	"-4.55"	"1.3356657"	""	""
"A_24_P281009"	"1"	"0.044699"	"2.5196717"	"-4.55"	"1.93633665"	"AQP7P1"	"aquaporin 7 pseudogene 1"
"A_24_P300379"	"1"	"0.044707"	"2.5195439"	"-4.55"	"1.21576247"	"PI16"	"peptidase inhibitor 16"
"A_23_P502060"	"1"	"0.045324"	"2.5094932"	"-4.55"	"1.2236769"	"AQP6"	"aquaporin 6"
"A_23_P103775"	"1"	"0.045395"	"2.5083439"	"-4.55"	"1.24971938"	"LRRC8C"	"leucine rich repeat containing 8 family member C"
"A_23_P149200"	"1"	"0.0458"	"-2.5018207"	"-4.55"	"-1.71219955"	"CDC20"	"cell division cycle 20"
"A_24_P126282"	"1"	"0.045972"	"2.4990823"	"-4.55"	"1.366013"	"BTN3A1"	"butyrophilin subfamily 3 member A1"
"A_32_P105465"	"1"	"0.046095"	"-2.4971271"	"-4.55"	"-1.58337068"	""	""
"A_24_P52168"	"1"	"0.04616"	"2.4960941"	"-4.55"	"1.34137505"	""	""
"A_24_P415624"	"1"	"0.046172"	"2.4959019"	"-4.55"	"1.16348555"	"MLXIP"	"MLX interacting protein"
"A_24_P926806"	"1"	"0.04625"	"2.4946521"	"-4.55"	"1.32709136"	""	""
"A_32_P115258"	"1"	"0.046361"	"-2.4929096"	"-4.55"	"-1.67392555"	""	""
"A_23_P143981"	"1"	"0.046535"	"2.4901517"	"-4.55"	"1.38449139"	"FBLN2"	"fibulin 2"
"A_24_P383492"	"1"	"0.046573"	"2.4895683"	"-4.55"	"1.53587081"	""	""
"A_32_P23872"	"1"	"0.047602"	"-2.4735564"	"-4.55"	"-1.46297357"	""	""
"A_24_P490011"	"1"	"0.047626"	"2.4731917"	"-4.55"	"1.19114852"	""	""
"A_23_P48266"	"1"	"0.04766"	"2.4726739"	"-4.55"	"1.60143266"	"FBXW8"	"F-box and WD repeat domain containing 8"
"A_32_P83174"	"1"	"0.047716"	"-2.4718123"	"-4.55"	"-1.50264656"	""	""
"A_23_P37704"	"1"	"0.047785"	"-2.4707561"	"-4.55"	"-1.53038225"	"CDT1"	"chromatin licensing and DNA replication factor 1"
"A_23_P145711"	"1"	"0.047948"	"2.4682578"	"-4.55"	"1.57291828"	"SUGCT"	"succinyl-CoA:glutarate-CoA transferase"
"A_32_P212955"	"1"	"0.048118"	"-2.4656691"	"-4.55"	"-2.79892971"	""	""
"A_24_P850069"	"1"	"0.048486"	"2.4601053"	"-4.55"	"1.16677728"	""	""
"A_24_P306594"	"1"	"0.048494"	"2.4599846"	"-4.55"	"1.44058058"	""	""
"A_23_P130444"	"1"	"0.048528"	"-2.4594794"	"-4.55"	"-1.37249794"	"ZNF701"	"zinc finger protein 701"
"A_23_P380326"	"1"	"0.048559"	"-2.4590047"	"-4.55"	"-1.33000796"	"SLC39A9"	"solute carrier family 39 member 9"
"A_32_P34138"	"1"	"0.048818"	"2.4551164"	"-4.55"	"1.31905482"	"FAM25A"	"family with sequence similarity 25 member A"
"A_24_P406986"	"1"	"0.048928"	"-2.453477"	"-4.55"	"-1.2328891"	"SLC43A3"	"solute carrier family 43 member 3"
"A_24_P151"	"1"	"0.049011"	"2.4522419"	"-4.55"	"1.29511157"	"KCNAB2"	"potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"A_24_P918017"	"1"	"0.049143"	"2.4502747"	"-4.55"	"1.19011852"	""	""
"A_23_P141802"	"1"	"0.049154"	"2.4501127"	"-4.55"	"1.34989263"	"SERPINB7"	"serpin family B member 7"
"A_23_P416747"	"1"	"0.049243"	"-2.4487911"	"-4.55"	"-1.45321398"	"CD3E"	"CD3e molecule"
"A_24_P889070"	"1"	"0.049423"	"-2.4461183"	"-4.55"	"-1.87054804"	"BACE2"	"beta-site APP-cleaving enzyme 2"
"A_32_P47027"	"1"	"0.049512"	"-2.4448079"	"-4.55"	"-1.12559417"	"TMEM229A"	"transmembrane protein 229A"
"A_24_P2338"	"1"	"0.049522"	"2.4446645"	"-4.55"	"1.27159384"	"XPNPEP3"	"X-prolyl aminopeptidase 3"
"A_23_P390443"	"1"	"0.049558"	"2.4441238"	"-4.55"	"1.24090609"	"SHISA7"	"shisa family member 7"
"A_24_P643601"	"1"	"0.04971"	"-2.4418874"	"-4.55"	"-1.3579354"	"LOC105376671"	"uncharacterized LOC105376671"
"A_24_P923483"	"1"	"0.049712"	"-2.4418684"	"-4.55"	"-1.22994565"	"SLC6A13"	"solute carrier family 6 member 13"
"A_24_P5750"	"1"	"0.049749"	"-2.4413232"	"-4.55"	"-1.19107816"	"KLK2"	"kallikrein related peptidase 2"
"A_32_P175674"	"1"	"0.049831"	"-2.4401177"	"-4.55"	"-1.54875414"	""	""
"A_23_P217946"	"1"	"0.04988"	"2.4393955"	"-4.55"	"2.42951702"	"CDH23"	"cadherin-related 23"
"A_23_P115261"	"1"	"0.049902"	"2.4390848"	"-4.55"	"1.11481145"	"AGT"	"angiotensinogen"
"A_23_P135061"	"1"	"0.04997"	"2.438082"	"-4.55"	"1.46677785"	"CORO2A"	"coronin 2A"
"A_23_P318881"	"1"	"0.050046"	"2.4369819"	"-4.55"	"1.70579495"	"SIAE"	"sialic acid acetylesterase"
"A_24_P331560"	"1"	"0.050267"	"-2.433766"	"-4.55"	"-1.21725225"	"STS"	"steroid sulfatase (microsomal), isozyme S"
"A_23_P200303"	"1"	"0.050384"	"2.4320666"	"-4.55"	"1.09162207"	"HHLA3"	"HERV-H LTR-associating 3"
"A_24_P359856"	"1"	"0.050498"	"2.4304142"	"-4.55"	"1.67358355"	"HDAC4"	"histone deacetylase 4"
"A_23_P54983"	"1"	"0.050564"	"2.4294609"	"-4.55"	"1.23166725"	""	""
"A_32_P58614"	"1"	"0.050631"	"-2.4284962"	"-4.55"	"-2.25184164"	"CEP126"	"centrosomal protein 126"
"A_32_P170925"	"1"	"0.051032"	"2.4227412"	"-4.55"	"1.15138726"	"TXNRD3"	"thioredoxin reductase 3"
"A_23_P259344"	"1"	"0.051053"	"-2.4224467"	"-4.55"	"-1.7365737"	"CECR6"	"cat eye syndrome chromosome region, candidate 6"
"A_24_P311036"	"1"	"0.051272"	"2.4193222"	"-4.55"	"1.59468717"	"MYOG"	"myogenin (myogenic factor 4)"
"A_24_P109071"	"1"	"0.051354"	"2.418163"	"-4.55"	"1.91581389"	"KIF27"	"kinesin family member 27"
"A_24_P127950"	"1"	"0.051355"	"2.4181504"	"-4.55"	"1.6314291"	""	""
"A_32_P27774"	"1"	"0.051473"	"2.4164656"	"-4.55"	"2.79314578"	"ZNF81"	"zinc finger protein 81"
"A_23_P167509"	"1"	"0.051754"	"-2.4125062"	"-4.56"	"-1.458957"	""	""
"A_24_P42308"	"1"	"0.05176"	"2.4124178"	"-4.56"	"1.29266944"	"MYOZ3"	"myozenin 3"
"A_23_P253524"	"1"	"0.051983"	"-2.4092896"	"-4.56"	"-1.5776911"	"CENPE"	"centromere protein E"
"A_23_P418451"	"1"	"0.051991"	"-2.4091705"	"-4.56"	"-1.4784689"	"PIH1D2"	"PIH1 domain containing 2"
"A_23_P25706"	"1"	"0.052451"	"2.4027532"	"-4.56"	"1.11630013"	"CLMN"	"calmin"
"A_24_P912228"	"1"	"0.05253"	"-2.4016565"	"-4.56"	"-2.19744734"	"LOC100131053"	"uncharacterized LOC100131053"
"A_23_P121885"	"1"	"0.052657"	"-2.3999017"	"-4.56"	"-1.14274605"	"ROPN1L"	"rhophilin associated tail protein 1 like"
"A_23_P89973"	"1"	"0.052712"	"-2.3991475"	"-4.56"	"-1.41392149"	"BRSK1"	"BR serine/threonine kinase 1"
"A_32_P196233"	"1"	"0.052872"	"-2.3969412"	"-4.56"	"-1.31505425"	""	""
"A_23_P203933"	"1"	"0.052883"	"-2.3967906"	"-4.56"	"-1.13510112"	"ITPR2"	"inositol 1,4,5-trisphosphate receptor type 2"
"A_32_P152952"	"1"	"0.052988"	"2.3953377"	"-4.56"	"1.76958017"	""	""
"A_23_P308119"	"1"	"0.053093"	"2.3939017"	"-4.56"	"1.52760426"	"TPCN1"	"two pore segment channel 1"
"A_23_P7313"	"1"	"0.053225"	"2.392102"	"-4.56"	"1.43925862"	"SPP1"	"secreted phosphoprotein 1"
"A_24_P785853"	"1"	"0.053279"	"2.3913637"	"-4.56"	"1.10241627"	"LOC105377371"	"uncharacterized LOC105377371"
"A_23_P337642"	"1"	"0.053292"	"2.3911866"	"-4.56"	"1.1309671"	"ATP2B3"	"ATPase plasma membrane Ca2+ transporting 3"
"A_23_P156687"	"1"	"0.053302"	"2.3910371"	"-4.56"	"1.10900262"	"CFB"	"complement factor B"
"A_32_P157415"	"1"	"0.053606"	"2.3869095"	"-4.56"	"1.51829206"	""	""
"A_32_P180385"	"1"	"0.053666"	"2.386087"	"-4.56"	"1.56542346"	"LINC01596"	"long intergenic non-protein coding RNA 1596"
"A_23_P258190"	"1"	"0.053854"	"2.3835468"	"-4.56"	"1.81333155"	"AKR1B1"	"aldo-keto reductase family 1 member B"
"A_23_P331072"	"1"	"0.054088"	"-2.3803954"	"-4.56"	"-1.23521882"	"LRRIQ3"	"leucine rich repeats and IQ motif containing 3"
"A_23_P18993"	"1"	"0.054354"	"2.3768304"	"-4.56"	"1.07877218"	"MIER3"	"MIER family member 3"
"A_24_P555510"	"1"	"0.054722"	"-2.3719226"	"-4.56"	"-1.27605291"	"PCM1"	"pericentriolar material 1"
"A_32_P221799"	"1"	"0.054829"	"-2.3705016"	"-4.56"	"-1.62084594"	"HIST1H2AM"	"histone cluster 1, H2am"
"A_23_P250478"	"1"	"0.055062"	"2.3674204"	"-4.56"	"1.16248207"	"PDK3"	"pyruvate dehydrogenase kinase 3"
"A_23_P212042"	"1"	"0.055407"	"2.3628815"	"-4.56"	"1.23098162"	"MELTF"	"melanotransferrin"
"A_24_P348594"	"1"	"0.055493"	"2.3617508"	"-4.56"	"1.2941634"	"UPK3A"	"uroplakin 3A"
"A_23_P117515"	"1"	"0.055613"	"-2.3601897"	"-4.56"	"-1.26245098"	"ARID4A"	"AT-rich interaction domain 4A"
"A_32_P210744"	"1"	"0.055685"	"-2.3592435"	"-4.56"	"-1.94151012"	""	""
"A_24_P903460"	"1"	"0.055822"	"2.357463"	"-4.56"	"1.09016645"	""	""
"A_24_P176374"	"1"	"0.056016"	"-2.3549478"	"-4.56"	"-1.19601055"	"CDT1"	"chromatin licensing and DNA replication factor 1"
"A_23_P69537"	"1"	"0.056228"	"2.3521997"	"-4.56"	"1.06614743"	"NMU"	"neuromedin U"
"A_32_P159651"	"1"	"0.056423"	"-2.3496863"	"-4.56"	"-1.16330978"	"KAT2B"	"lysine acetyltransferase 2B"
"A_23_P14035"	"1"	"0.056447"	"2.3493755"	"-4.56"	"1.41419163"	"AKAP3"	"A-kinase anchoring protein 3"
"A_23_P421011"	"1"	"0.056541"	"2.3481732"	"-4.56"	"1.21847394"	"KAZALD1"	"Kazal type serine peptidase inhibitor domain 1"
"A_24_P146138"	"1"	"0.056544"	"2.3481311"	"-4.56"	"1.0915705"	"PCDHA1"	"protocadherin alpha 1"
"A_23_P49878"	"1"	"0.056551"	"-2.3480384"	"-4.56"	"-1.82204575"	"FAM64A"	"family with sequence similarity 64 member A"
"A_23_P411335"	"1"	"0.056579"	"-2.3476893"	"-4.56"	"-1.50478885"	"SGO2"	"shugoshin 2"
"A_32_P89277"	"1"	"0.056633"	"-2.3469966"	"-4.56"	"-1.29608464"	""	""
"A_23_P213468"	"1"	"0.056691"	"2.3462471"	"-4.56"	"1.53398181"	""	""
"A_24_P337575"	"1"	"0.056698"	"2.3461642"	"-4.56"	"1.48546803"	"FAM8A1"	"family with sequence similarity 8 member A1"
"A_24_P42693"	"1"	"0.056918"	"2.3433492"	"-4.56"	"2.32986921"	"CYP4F11"	"cytochrome P450 family 4 subfamily F member 11"
"A_32_P309929"	"1"	"0.056952"	"-2.3429164"	"-4.56"	"-1.40206298"	"CDK9"	"cyclin dependent kinase 9"
"A_32_P191840"	"1"	"0.057004"	"2.3422494"	"-4.56"	"1.80130396"	""	""
"A_32_P50587"	"1"	"0.057108"	"2.3409263"	"-4.56"	"1.13741865"	""	""
"A_23_P61406"	"1"	"0.057189"	"-2.3399032"	"-4.56"	"-1.20572191"	"SHC3"	"SHC adaptor protein 3"
"A_23_P392126"	"1"	"0.057199"	"2.3397769"	"-4.56"	"1.05121495"	"LYRM9"	"LYR motif containing 9"
"A_32_P14222"	"1"	"0.057216"	"2.3395608"	"-4.56"	"1.1480359"	""	""
"A_24_P477516"	"1"	"0.057334"	"2.3380664"	"-4.56"	"2.00023986"	""	""
"A_32_P85009"	"1"	"0.057455"	"2.3365417"	"-4.56"	"1.27571266"	""	""
"A_23_P104819"	"1"	"0.057573"	"2.3350454"	"-4.56"	"1.09153672"	"TREH"	"trehalase"
"A_32_P52590"	"1"	"0.057614"	"-2.3345363"	"-4.56"	"-1.61252026"	""	""
"A_23_P67952"	"1"	"0.057634"	"-2.3342839"	"-4.56"	"-1.30012411"	"MYCNOS"	"MYCN opposite strand"
"A_32_P35575"	"1"	"0.057641"	"-2.3341917"	"-4.56"	"-1.93787695"	"MBD3"	"methyl-CpG binding domain protein 3"
"A_24_P709949"	"1"	"0.057664"	"-2.3339062"	"-4.56"	"-1.21407695"	""	""
"A_24_P934546"	"1"	"0.057724"	"2.3331439"	"-4.56"	"1.04953018"	"SFRP2"	"secreted frizzled related protein 2"
"A_24_P279489"	"1"	"0.057756"	"-2.3327498"	"-4.56"	"-1.08032442"	"VPS53"	"VPS53, GARP complex subunit"
"A_23_P357717"	"1"	"0.057866"	"2.3313623"	"-4.56"	"1.62824687"	"TCL1A"	"T-cell leukemia/lymphoma 1A"
"A_23_P139654"	"1"	"0.058173"	"2.3275272"	"-4.56"	"1.65884064"	"KLRC1"	"killer cell lectin like receptor C1"
"A_24_P243044"	"1"	"0.058285"	"-2.3261312"	"-4.56"	"-1.55725746"	""	""
"A_23_P29663"	"1"	"0.058398"	"-2.3247287"	"-4.56"	"-1.2926745"	"ZMYND10"	"zinc finger MYND-type containing 10"
"A_23_P255076"	"1"	"0.058669"	"2.3213725"	"-4.56"	"1.12781614"	"RWDD2A"	"RWD domain containing 2A"
"A_23_P318396"	"1"	"0.058789"	"-2.3198981"	"-4.56"	"-1.34086777"	"CELF1"	"CUGBP, Elav-like family member 1"
"A_23_P12746"	"1"	"0.058976"	"2.3176002"	"-4.56"	"1.17386438"	"MRC1"	"mannose receptor, C type 1"
"A_23_P82913"	"1"	"0.059284"	"2.3138181"	"-4.56"	"1.09304586"	"TRMT12"	"tRNA methyltransferase 12 homolog"
"A_24_P64895"	"1"	"0.059396"	"2.3124562"	"-4.56"	"1.24739279"	""	""
"A_24_P742352"	"1"	"0.059449"	"2.3118136"	"-4.56"	"1.14401358"	"LINC00442"	"long intergenic non-protein coding RNA 442"
"A_24_P162412"	"1"	"0.059561"	"-2.3104433"	"-4.56"	"-1.15568286"	"WDR20"	"WD repeat domain 20"
"A_24_P226278"	"1"	"0.060126"	"2.3036034"	"-4.56"	"1.2418176"	"JADE2"	"jade family PHD finger 2"
"A_23_P219223"	"1"	"0.060159"	"2.3032127"	"-4.56"	"1.2372137"	"TREX2"	"three prime repair exonuclease 2"
"A_23_P17134"	"1"	"0.060255"	"-2.3020601"	"-4.56"	"-1.15501189"	"MAL"	"mal, T-cell differentiation protein"
"A_23_P85640"	"1"	"0.060257"	"2.3020341"	"-4.56"	"1.17265266"	"INPP5B"	"inositol polyphosphate-5-phosphatase B"
"A_23_P408955"	"1"	"0.060263"	"-2.301962"	"-4.56"	"-1.0692456"	"E2F2"	"E2F transcription factor 2"
"A_23_P201963"	"1"	"0.060364"	"-2.3007465"	"-4.56"	"-1.35418154"	"PARD3"	"par-3 family cell polarity regulator"
"A_23_P382154"	"1"	"0.060444"	"-2.299783"	"-4.56"	"-1.09739926"	"MRPL43"	"mitochondrial ribosomal protein L43"
"A_23_P32143"	"1"	"0.060449"	"2.2997334"	"-4.56"	"1.33194241"	"ALDOB"	"aldolase, fructose-bisphosphate B"
"A_24_P210569"	"1"	"0.060556"	"2.2984527"	"-4.56"	"1.16428318"	"SCG3"	"secretogranin III"
"A_32_P82610"	"1"	"0.060655"	"-2.2972623"	"-4.56"	"-1.70165456"	""	""
"A_24_P46659"	"1"	"0.061192"	"-2.2908914"	"-4.56"	"-1.37851603"	"NDUFAF4"	"NADH:ubiquinone oxidoreductase complex assembly factor 4"
"A_24_P409500"	"1"	"0.061214"	"2.2906243"	"-4.56"	"1.08968125"	""	""
"A_32_P205217"	"1"	"0.061558"	"2.2865693"	"-4.56"	"1.14751452"	"LOC102723809"	"uncharacterized LOC102723809"
"A_24_P362805"	"1"	"0.061918"	"2.2823593"	"-4.56"	"1.07368584"	"GK5"	"glycerol kinase 5 (putative)"
"A_32_P154445"	"1"	"0.061923"	"-2.2822925"	"-4.56"	"-1.09798856"	""	""
"A_24_P196134"	"1"	"0.06209"	"2.2803536"	"-4.56"	"1.36538695"	""	""
"A_23_P24215"	"1"	"0.062092"	"-2.2803217"	"-4.56"	"-1.151062"	"TBC1D12"	"TBC1 domain family member 12"
"A_23_P84646"	"1"	"0.062305"	"-2.277849"	"-4.56"	"-1.17508829"	""	""
"A_23_P344555"	"1"	"0.062312"	"-2.2777694"	"-4.56"	"-1.89345185"	"NEDD9"	"neural precursor cell expressed, developmentally down-regulated 9"
"A_24_P303199"	"1"	"0.06235"	"-2.2773316"	"-4.56"	"-1.36661739"	"ARL15"	"ADP ribosylation factor like GTPase 15"
"A_23_P131435"	"1"	"0.062363"	"2.2771766"	"-4.56"	"1.07459499"	"CD302"	"CD302 molecule"
"A_23_P132619"	"1"	"0.062429"	"2.276408"	"-4.56"	"1.14356945"	"OXTR"	"oxytocin receptor"
"A_23_P107881"	"1"	"0.062438"	"2.2763058"	"-4.56"	"1.20164198"	"ZNF563"	"zinc finger protein 563"
"A_24_P721828"	"1"	"0.062586"	"-2.2745987"	"-4.56"	"-1.18469278"	""	""
"A_23_P371410"	"1"	"0.062611"	"2.2743022"	"-4.56"	"1.55109287"	"PRKACB"	"protein kinase cAMP-activated catalytic subunit beta"
"A_24_P607751"	"1"	"0.062665"	"2.2736884"	"-4.56"	"1.1132725"	""	""
"A_32_P200144"	"1"	"0.062679"	"-2.2735259"	"-4.56"	"-1.13032474"	""	""
"A_23_P13679"	"1"	"0.062705"	"2.2732268"	"-4.56"	"1.03590667"	"KLHL42"	"kelch like family member 42"
"A_23_P201066"	"1"	"0.062791"	"2.2722324"	"-4.56"	"1.55930274"	"SUSD4"	"sushi domain containing 4"
"A_23_P97780"	"1"	"0.062892"	"-2.2710723"	"-4.56"	"-1.03984692"	"LOC338620"	"uncharacterized LOC338620"
"A_24_P520241"	"1"	"0.062943"	"-2.2704813"	"-4.56"	"-1.23768619"	""	""
"A_23_P1761"	"1"	"0.062946"	"2.2704513"	"-4.56"	"1.21617657"	""	""
"A_24_P222176"	"1"	"0.063049"	"2.2692662"	"-4.56"	"1.63478489"	"LOC283701"	"uncharacterized LOC283701"
"A_24_P190345"	"1"	"0.063136"	"2.2682687"	"-4.56"	"1.09541441"	"ZNF615"	"zinc finger protein 615"
"A_23_P256107"	"1"	"0.063491"	"2.2642226"	"-4.56"	"1.34705387"	"HPSE"	"heparanase"
"A_24_P333077"	"1"	"0.064197"	"2.2562291"	"-4.56"	"1.1677399"	""	""
"A_23_P88538"	"1"	"0.06434"	"-2.2546175"	"-4.56"	"-1.47799937"	"NTRK3"	"neurotrophic receptor tyrosine kinase 3"
"A_32_P196036"	"1"	"0.064364"	"2.2543516"	"-4.56"	"1.74798908"	"LINC01128"	"long intergenic non-protein coding RNA 1128"
"A_23_P251453"	"1"	"0.064383"	"2.2541426"	"-4.56"	"1.3171575"	"HNF4G"	"hepatocyte nuclear factor 4 gamma"
"A_24_P469255"	"1"	"0.064532"	"-2.2524655"	"-4.56"	"-1.14822345"	"LOC645513"	"septin 7 pseudogene"
"A_32_P118512"	"1"	"0.064651"	"2.2511415"	"-4.56"	"1.70103673"	"POLR2D"	"RNA polymerase II subunit D"
"A_32_P71032"	"1"	"0.064815"	"-2.2493113"	"-4.56"	"-1.56886718"	""	""
"A_23_P5875"	"1"	"0.064822"	"2.2492274"	"-4.56"	"1.37250477"	"POMC"	"proopiomelanocortin"
"A_23_P54878"	"1"	"0.064854"	"-2.2488777"	"-4.56"	"-2.53643323"	"ITGAL"	"integrin subunit alpha L"
"A_23_P359588"	"1"	"0.064899"	"2.248372"	"-4.56"	"1.0524936"	"PCDHGB4"	"protocadherin gamma subfamily B, 4"
"A_23_P5359"	"1"	"0.064916"	"-2.2481872"	"-4.56"	"-1.09472655"	"TRAF3IP1"	"TRAF3 interacting protein 1"
"A_23_P416034"	"1"	"0.064984"	"2.2474286"	"-4.56"	"1.12116325"	"HAUS7"	"HAUS augmin like complex subunit 7"
"A_32_P135450"	"1"	"0.065005"	"-2.2472024"	"-4.56"	"-1.0344943"	""	""
"A_23_P70249"	"1"	"0.065026"	"-2.246969"	"-4.56"	"-1.733229"	"CDC25C"	"cell division cycle 25C"
"A_23_P427122"	"1"	"0.065081"	"2.2463538"	"-4.56"	"1.2979887"	"ART5"	"ADP-ribosyltransferase 5"
"A_24_P925505"	"1"	"0.065201"	"2.2450182"	"-4.56"	"1.11419576"	"CD36"	"CD36 molecule"
"A_24_P920081"	"1"	"0.065512"	"-2.2415886"	"-4.56"	"-1.20918726"	""	""
"A_23_P155688"	"1"	"0.065611"	"2.2404988"	"-4.56"	"1.74323485"	"SPINK2"	"serine peptidase inhibitor, Kazal type 2"
"A_32_P169383"	"1"	"0.065815"	"-2.2382541"	"-4.56"	"-1.35152496"	""	""
"A_24_P357572"	"1"	"0.065885"	"-2.2374954"	"-4.56"	"-1.03562536"	"ANKRD42"	"ankyrin repeat domain 42"
"A_32_P164203"	"1"	"0.065994"	"2.2362959"	"-4.56"	"1.01573946"	""	""
"A_24_P817236"	"1"	"0.065998"	"-2.2362573"	"-4.56"	"-1.2081263"	"CHRM3"	"cholinergic receptor muscarinic 3"
"A_24_P48539"	"1"	"0.066073"	"-2.2354329"	"-4.56"	"-1.26754737"	"SIGLEC5"	"sialic acid binding Ig like lectin 5"
"A_23_P330419"	"1"	"0.066273"	"2.2332476"	"-4.56"	"1.01709831"	"ACPT"	"acid phosphatase, testicular"
"A_32_P461784"	"1"	"0.0663"	"2.2329624"	"-4.56"	"1.24027113"	"LOC100422526"	"proteasome activator subunit 3 pseudogene"
"A_32_P210106"	"1"	"0.066699"	"-2.2286299"	"-4.56"	"-1.12374028"	""	""
"A_32_P84728"	"1"	"0.066845"	"2.2270514"	"-4.56"	"1.3010295"	""	""
"A_32_P206758"	"1"	"0.066884"	"2.2266299"	"-4.56"	"1.29424448"	""	""
"A_23_P84596"	"1"	"0.066886"	"2.2266066"	"-4.56"	"1.81980003"	"MZB1"	"marginal zone B and B1 cell specific protein"
"A_24_P933828"	"1"	"0.066983"	"2.2255678"	"-4.56"	"1.01469555"	""	""
"A_23_P166360"	"1"	"0.06716"	"2.2236665"	"-4.56"	"1.2615"	"PRAME"	"preferentially expressed antigen in melanoma"
"A_23_P58819"	"1"	"0.067201"	"-2.223222"	"-4.56"	"-1.35881573"	"RANBP17"	"RAN binding protein 17"
"A_23_P206598"	"1"	"0.067219"	"2.2230253"	"-4.56"	"1.24501276"	""	""
"A_24_P930868"	"1"	"0.067234"	"2.2228655"	"-4.56"	"1.63745521"	"GRIP2"	"glutamate receptor interacting protein 2"
"A_24_P79403"	"1"	"0.067303"	"2.2221312"	"-4.56"	"2.31609383"	"PF4"	"platelet factor 4"
"A_23_P422044"	"1"	"0.067501"	"2.2200136"	"-4.56"	"1.27921857"	"PCDHGA2"	"protocadherin gamma subfamily A, 2"
"A_23_P87853"	"1"	"0.06768"	"2.2180962"	"-4.56"	"1.01360505"	"TMCC3"	"transmembrane and coiled-coil domain family 3"
"A_23_P53176"	"1"	"0.067881"	"2.2159576"	"-4.56"	"1.06769855"	"FOLR1"	"folate receptor 1"
"A_23_P345707"	"1"	"0.06801"	"-2.2145877"	"-4.56"	"-1.43962"	"TICRR"	"TOPBP1 interacting checkpoint and replication regulator"
"A_24_P173746"	"1"	"0.068048"	"-2.2141859"	"-4.56"	"-1.75086643"	"RALGPS2"	"Ral GEF with PH domain and SH3 binding motif 2"
"A_32_P75867"	"1"	"0.068061"	"2.2140517"	"-4.56"	"1.1343342"	""	""
"A_32_P159528"	"1"	"0.068233"	"2.212236"	"-4.56"	"1.73948054"	""	""
"A_23_P90497"	"1"	"0.068503"	"-2.2093884"	"-4.56"	"-1.07743071"	"LILRA4"	"leukocyte immunoglobulin like receptor A4"
"A_24_P364236"	"1"	"0.068551"	"-2.2088818"	"-4.56"	"-1.49192087"	"NDUFC2"	"NADH:ubiquinone oxidoreductase subunit C2"
"A_32_P189790"	"1"	"0.068634"	"2.2080092"	"-4.56"	"1.37084567"	"DKFZp779M0652"	"uncharacterized DKFZp779M0652"
"A_32_P111844"	"1"	"0.068687"	"2.2074474"	"-4.56"	"1.1509322"	""	""
"A_32_P119493"	"1"	"0.069128"	"-2.202836"	"-4.56"	"-1.20071958"	""	""
"A_23_P130113"	"1"	"0.069145"	"2.2026653"	"-4.56"	"1.37313783"	"ASGR2"	"asialoglycoprotein receptor 2"
"A_23_P215517"	"1"	"0.069148"	"2.2026248"	"-4.56"	"1.13161574"	"KLHL7"	"kelch like family member 7"
"A_32_P44349"	"1"	"0.069178"	"2.2023154"	"-4.56"	"1.12696957"	""	""
"A_23_P873"	"1"	"0.069185"	"2.2022465"	"-4.56"	"1.40767512"	"THEMIS2"	"thymocyte selection associated family member 2"
"A_23_P45456"	"1"	"0.069425"	"2.1997477"	"-4.56"	"1.14839161"	"CLIC2"	"chloride intracellular channel 2"
"A_32_P229493"	"1"	"0.069444"	"-2.1995551"	"-4.56"	"-1.07648521"	"ZNF704"	"zinc finger protein 704"
"A_23_P432978"	"1"	"0.069584"	"2.1981034"	"-4.56"	"1.32965098"	"SERPINB13"	"serpin family B member 13"
"A_24_P732106"	"1"	"0.069735"	"2.1965401"	"-4.56"	"1.28370431"	"LINC00659"	"long intergenic non-protein coding RNA 659"
